Hugo_Symbol	Entrez_Gene_Id	M032_Pre	M032_R1	M032_R2	M032_R3	M032_R5	M032_R6
NLRP13	126204	-0.37	-0.272	-0.158	-0.202	-0.064	0.238
U2AF1L4	199746	-0.558	-0.558	-0.558	-0.558	-0.558	-0.558
KLK1	3816	-0.531	-0.345	0.051	-0.079	0.125	0.26
NLRP8	126205	-0.37	-0.272	-0.158	-0.202	-0.064	0.238
GZMM	3004	-0.452	-0.353	0.703	0.254	0.469	0.357
LILRB1	10859	-0.375	-0.375	-0.375	-0.375	-0.375	-0.375
PRR24	255783	-0.567	-0.569	0.381	-0.079	0.125	0.26
CHERP	10523	-0.604	-0.604	-0.604	-0.604	-0.604	-0.604
C19orf80	55908	-0.691	-0.691	-0.691	-0.691	-0.691	-0.691
KLK15	55554	-0.531	-0.345	0.051	-0.079	0.125	0.26
PSG9	5678	-0.278	-0.278	-0.278	-0.278	-0.278	-0.278
C5AR1	728	-0.567	-0.569	0.381	-0.079	0.125	0.26
RTN2	6253	-0.577	-0.577	-0.577	-0.577	-0.577	-0.577
BABAM1	29086	-0.604	-0.604	-0.604	-0.604	-0.604	-0.604
BSG	682	-0.452	-0.353	0.703	0.254	0.469	0.357
SF3A2	8175	-0.452	-0.452	-0.452	-0.452	-0.452	-0.452
IGSF23	147710	-0.577	-0.577	-0.577	-0.577	-0.577	-0.577
ATP5D	513	-0.452	-0.023	0.703	0.254	0.469	0.357
TSPAN16	26526	-0.691	-0.691	-0.691	-0.691	-0.691	-0.691
PVR	5817	-0.577	-0.577	-0.577	-0.577	-0.577	-0.577
C5AR2	27202	-0.567	-0.569	0.381	-0.079	0.125	0.26
DHX34	9704	-0.567	-0.569	0.381	-0.079	0.125	0.26
MIR935	100126325	-0.704	-0.513	0.36	-0.101	0.162	0.238
NLRP5	126206	-0.37	-0.272	-0.158	-0.202	-0.064	0.238
ZNF254	9534	-0.375	-0.411	-0.288	-0.199	-0.251	-0.585
ZNF787	126208	-0.37	-0.272	-0.158	-0.202	-0.064	0.238
ZNRF4	148066	-0.484	-0.405	0.292	-0.059	0.132	0.282
R3HDM4	91300	-0.452	-0.353	0.703	0.254	0.469	0.357
SAFB2	9667	-0.484	-0.484	-0.484	-0.484	-0.484	-0.484
S1PR2	9294	-0.544	-0.544	-0.544	-0.544	-0.544	-0.544
LSM14A	26065	-0.375	-0.354	0.16	-0.199	-0.251	-0.024
PSENEN	55851	-0.558	-0.558	-0.558	-0.558	-0.558	-0.558
KLK3	354	-0.531	-0.345	0.051	-0.079	0.125	0.26
MRPL4	51073	-0.544	-0.575	0.279	-0.116	0.11	0.269
UQCRFS1	7386	-0.375	-0.063	-0.288	-0.199	-0.251	-0.024
ZNF878	729747	-0.691	-0.575	-0.47	-0.631	-0.419	-0.749
VSTM2B	342865	-0.375	-0.063	0.16	-0.199	-0.251	-0.024
TNNI3	7137	-0.607	-0.272	0.569	-0.101	0.205	0.238
ZNF844	284391	-0.691	-0.575	-0.47	-0.631	-0.419	-0.749
MIDN	90007	-0.452	-0.023	0.703	0.254	0.469	0.357
POP4	10775	-0.375	-0.063	0.16	-0.199	-0.251	-0.024
LIN37	55957	-0.558	-0.354	0.16	-0.016	0.149	0.266
REEP6	92840	-0.452	-0.332	0.703	0.254	0.469	0.357
RAB3D	9545	-0.691	-0.691	-0.691	-0.691	-0.691	-0.691
DBP	1628	-0.531	-0.531	-0.531	-0.531	-0.531	-0.531
SNORA68	26780	-0.604	-0.604	-0.604	-0.604	-0.604	-0.604
ZNF444	55311	-0.37	-0.272	-0.158	-0.202	-0.064	0.238
LTBP4	8425	-0.537	-0.343	0.339	-0.079	0.082	0.271
ADAMTSL5	339366	-0.452	-0.332	0.703	0.254	0.469	0.357
ZNF20	7568	-0.691	-0.691	-0.691	-0.691	-0.691	-0.691
DNAAF3	352909	-0.607	-0.272	0.569	-0.101	0.205	0.238
ZNF8	7554	-0.397	-0.364	-0.158	-0.202	-0.378	0.157
ZSCAN22	342945	-0.397	-0.364	0.451	-0.202	0.239	0.157
A1BG	1	-0.397	-0.397	-0.397	-0.397	-0.397	-0.397
CIRBP	1153	-0.452	-0.452	-0.452	-0.452	-0.452	-0.452
FKBP8	23770	-0.604	-0.411	0.293	-0.199	0.063	0.225
CA11	770	-0.531	-0.531	-0.531	-0.531	-0.531	-0.531
CNOT3	4849	-0.375	-0.375	-0.375	-0.375	-0.375	-0.375
MAU2	23383	-0.604	-0.604	-0.604	-0.604	-0.604	-0.604
ZNF296	162979	-0.577	-0.343	0.381	-0.079	0.125	0.26
PLEKHF1	79156	-0.375	-0.063	0.16	-0.199	-0.251	-0.024
KIAA0355	9710	-0.375	-0.375	-0.375	-0.375	-0.375	-0.375
CD177	57126	-0.278	-0.343	-0.202	-0.079	-0.351	0.274
GEMIN7	79760	-0.577	-0.577	-0.577	-0.577	-0.577	-0.577
HMHA1	23526	-0.452	-0.452	-0.452	-0.452	-0.452	-0.452
C19orf12	83636	-0.375	-0.063	0.16	-0.199	-0.251	-0.024
MISP	126353	-0.452	-0.353	0.703	0.254	0.469	0.357
DEDD2	162989	-0.278	-0.343	0.5	-0.079	0.082	0.271
ADAMTS10	81794	-0.755	-0.575	0.292	-0.059	0.132	0.282
CEACAM19	56971	-0.577	-0.577	-0.577	-0.577	-0.577	-0.577
MARK4	57787	-0.577	-0.577	-0.577	-0.577	-0.577	-0.577
SAFB	6294	-0.484	-0.484	-0.484	-0.484	-0.484	-0.484
ICAM1	3383	-0.544	-0.575	0.279	-0.116	0.11	0.269
NTN5	126147	-0.531	-0.531	-0.531	-0.531	-0.531	-0.531
MIR3189	100422943	-0.604	-0.606	0.293	-0.199	0.063	0.225
ZNF497	162968	-0.397	-0.397	-0.397	-0.397	-0.397	-0.397
ZNF837	116412	-0.397	-0.364	0.451	-0.202	0.239	0.157
PTBP1	5725	-0.452	-0.353	0.703	0.254	0.469	0.357
PTBP1	100616459	-0.452	-0.353	0.703	0.254	0.469	0.357
MIR641	693226	-0.537	-0.343	0.339	-0.079	0.082	0.271
MIR640	693225	-0.375	-0.411	0.293	-0.199	0.063	0.225
RPS5	6193	-0.397	-0.364	0.451	-0.202	0.239	0.157
ZNF625	90589	-0.691	-0.691	-0.691	-0.691	-0.691	-0.691
KIR2DP1	101060228	-0.375	-0.375	-0.375	-0.375	-0.375	-0.375
LILRA1	11024	-0.375	-0.375	-0.375	-0.375	-0.375	-0.375
MEIS3	56917	-0.567	-0.569	0.381	-0.079	0.125	0.26
GALP	85569	-0.37	-0.272	-0.158	-0.202	-0.064	0.238
HOMER3	9454	-0.604	-0.411	0.293	-0.199	0.063	0.225
FUT2	2524	-0.531	-0.569	0.34	-0.079	0.125	0.26
ZNF136	7695	-0.691	-0.575	-0.47	-0.631	-0.419	-0.749
CYP2G1P	22952	-0.537	-0.343	-0.033	-0.079	0.082	0.271
TMEM205	374882	-0.691	-0.691	-0.691	-0.691	-0.691	-0.691
LINC00663	284440	-0.375	-0.411	0.293	-0.199	-0.251	-0.585
ZSCAN5B	342933	-0.37	-0.272	-0.158	-0.202	-0.064	0.238
CYP2B7P1	1556	-0.537	-0.343	-0.033	-0.079	0.082	0.271
ZNF526	116115	-0.278	-0.343	0.5	-0.079	0.082	0.271
SLC35E1	79939	-0.604	-0.606	0.293	-0.199	0.063	0.225
MAMSTR	284358	-0.531	-0.569	0.34	-0.079	0.125	0.26
HSPB6	126393	-0.558	-0.354	0.16	-0.016	0.149	0.266
ZSCAN5A	79149	-0.115	-0.115	-0.115	-0.115	-0.115	-0.115
PLK5	126520	-0.452	-0.332	0.703	0.254	0.469	0.357
GSK3A	2931	-0.278	-0.343	0.5	-0.079	0.082	0.271
CCNE1	898	-0.375	-0.063	0.16	-0.199	-0.251	-0.024
GPI	2821	-0.375	-0.354	0.16	-0.199	-0.251	-0.024
TEX101	83639	-0.278	-0.343	-0.202	-0.079	-0.351	0.274
KISS1R	84634	-0.452	-0.353	0.703	0.254	0.469	0.357
CD97	976	-0.622	-0.575	0.366	-0.025	0.184	0.272
C19orf55	148137	-0.558	-0.354	0.16	-0.016	0.149	0.266
MEX3D	399664	-0.452	-0.332	0.703	0.254	0.469	0.357
LENG1	79165	-0.375	-0.375	-0.375	-0.375	-0.375	-0.375
TMC4	147798	-0.375	-0.272	0.36	-0.101	0.162	0.238
CEACAM16	388551	-0.577	-0.343	0.09	-0.079	0.125	0.26
ZSCAN5D	646698	-0.115	-0.115	-0.115	-0.115	-0.115	-0.115
ARID3A	1820	-0.452	-0.353	0.703	0.254	0.469	0.357
ZNF584	201514	-0.397	-0.364	0.451	-0.202	0.239	0.157
ICAM4	3386	-0.544	-0.575	0.279	-0.116	0.11	0.269
RASIP1	54922	-0.531	-0.569	0.34	-0.079	0.125	0.26
ANKLE1	126549	-0.604	-0.604	-0.604	-0.604	-0.604	-0.604
PPM1N	147699	-0.577	-0.577	-0.577	-0.577	-0.577	-0.577
ZNF132	7691	-0.397	-0.364	0.451	-0.202	0.239	0.157
BCL3	602	-0.577	-0.343	0.381	-0.079	0.125	0.26
MBD3	53615	-0.452	-0.332	0.703	0.254	0.469	0.357
HCN2	610	-0.452	-0.353	0.703	0.254	0.469	0.357
ZNF324B	388569	-0.397	-0.364	0.451	-0.202	0.239	0.157
ZNF44	51710	-0.691	-0.575	-0.47	-0.631	-0.419	-0.749
ZNF44	101060181	-0.691	-0.575	-0.47	-0.631	-0.419	-0.749
ZNF582	147948	-0.115	-0.115	-0.115	-0.115	-0.115	-0.115
ZNF324	25799	-0.397	-0.364	0.451	-0.202	0.239	0.157
SYT5	6861	-0.607	-0.272	0.569	-0.101	0.205	0.238
GATAD2A	54815	-0.375	-0.411	0.293	-0.199	0.063	0.225
ICAM5	7087	-0.544	-0.575	0.279	-0.116	0.11	0.269
LILRB4	11006	-0.375	-0.272	-0.111	-0.101	-0.231	0.238
QTRT1	81890	-0.691	-0.575	0.279	-0.116	0.11	0.269
AMH	268	-0.452	-0.452	-0.452	-0.452	-0.452	-0.452
AMH	100423031	-0.452	-0.452	-0.452	-0.452	-0.452	-0.452
IZUMO1	284359	-0.531	-0.569	0.34	-0.079	0.125	0.26
MED26	9441	-0.604	-0.606	0.293	-0.199	0.063	0.225
FOXA3	3171	-0.577	-0.343	0.381	-0.079	0.125	0.26
RYR1	6261	-0.558	-0.52	0.306	-0.079	0.082	0.273
IRF2BP1	26145	-0.279	-0.343	0.381	-0.079	0.125	0.26
MYPOP	339344	-0.279	-0.343	0.381	-0.079	0.125	0.26
NANOS2	339345	-0.279	-0.343	0.381	-0.079	0.125	0.26
NOVA2	4858	-0.279	-0.343	0.381	-0.079	0.125	0.26
JSRP1	126306	-0.452	-0.452	-0.452	-0.452	-0.452	-0.452
POLRMT	5442	-0.452	-0.353	0.703	0.254	0.469	0.357
VASP	7408	-0.577	-0.343	0.381	-0.079	0.125	0.26
CCDC61	729440	-0.279	-0.279	-0.279	-0.279	-0.279	-0.279
KLK2	3817	-0.531	-0.345	0.051	-0.079	0.125	0.26
WDR18	57418	-0.452	-0.353	0.703	0.254	0.469	0.357
B3GNT3	10331	-0.604	-0.606	0.293	-0.199	0.063	0.225
ZNF446	55663	-0.397	-0.397	-0.397	-0.397	-0.397	-0.397
POLR2E	5434	-0.452	-0.452	-0.452	-0.452	-0.452	-0.452
ACTL9	284382	-0.755	-0.575	0.292	-0.059	0.132	0.282
ZNF563	147837	-0.691	-0.575	-0.47	-0.631	-0.419	-0.749
INSL3	3640	-0.604	-0.606	0.293	-0.199	0.063	0.225
ZNF583	147949	-0.115	-0.115	-0.115	-0.115	-0.115	-0.115
OR2Z1	284383	-0.755	-0.575	-0.289	-0.421	-0.372	-0.104
OAZ1	4946	-0.452	-0.452	-0.452	-0.452	-0.452	-0.452
URI1	8725	-0.375	-0.375	-0.375	-0.375	-0.375	-0.375
CCDC159	126075	-0.691	-0.691	-0.691	-0.691	-0.691	-0.691
ZGLP1	100125288	-0.544	-0.544	-0.544	-0.544	-0.544	-0.544
KXD1	79036	-0.604	-0.411	0.293	-0.199	0.063	0.225
ZNF826P	664701	-0.375	-0.411	-0.288	-0.199	-0.251	-0.585
ZNF558	148156	-0.755	-0.575	-0.289	-0.421	-0.372	-0.104
ZNF442	79973	-0.691	-0.575	-0.47	-0.631	-0.419	-0.749
PPP1R37	284352	-0.577	-0.577	-0.577	-0.577	-0.577	-0.577
LYPD3	27076	-0.278	-0.343	0.401	-0.079	0.293	0.274
CBLC	23624	-0.577	-0.343	0.381	-0.079	0.125	0.26
FUT1	2523	-0.531	-0.569	0.34	-0.079	0.125	0.26
ERF	2077	-0.278	-0.343	0.5	-0.079	0.082	0.271
FDX1L	112812	-0.544	-0.544	-0.544	-0.544	-0.544	-0.544
PGLYRP1	8993	-0.279	-0.279	-0.279	-0.279	-0.279	-0.279
PHLDB3	653583	-0.278	-0.343	0.401	-0.079	0.293	0.274
ZNF667	63934	-0.115	-0.115	-0.115	-0.115	-0.115	-0.115
FGF21	26291	-0.531	-0.569	0.34	-0.079	0.125	0.26
SLC8A2	6543	-0.567	-0.569	0.381	-0.079	0.125	0.26
ARHGAP33	115703	-0.558	-0.354	0.16	-0.016	0.149	0.266
IGFL4	444882	-0.279	-0.343	0.381	-0.079	0.125	0.26
MIR1270-1	100302179	-0.375	-0.411	-0.288	-0.199	-0.251	-0.585
MIR1270-1	100423024	-0.375	-0.411	-0.288	-0.199	-0.251	-0.585
SLC27A5	10998	-0.397	-0.397	-0.397	-0.397	-0.397	-0.397
MIR1270-2	100302179	-0.375	-0.411	-0.288	-0.199	-0.251	-0.585
MIR1270-2	100423024	-0.375	-0.411	-0.288	-0.199	-0.251	-0.585
OPA3	80207	-0.577	-0.577	-0.577	-0.577	-0.577	-0.577
ZNF799	90576	-0.691	-0.575	-0.47	-0.631	-0.419	-0.749
OR4F17	81099	0.325	0.291	0.043	0.254	0.095	-0.317
BCAT2	587	-0.531	-0.569	0.34	-0.079	0.125	0.26
PPAP2C	8612	-0.452	-0.353	0.703	0.254	0.095	0.357
IGFL3	388555	-0.279	-0.343	0.381	-0.079	0.125	0.26
ZNF542	147947	-0.115	-0.115	-0.115	-0.115	-0.115	-0.115
GPR4	2828	-0.577	-0.577	-0.577	-0.577	-0.577	-0.577
IGFL2	147920	-0.279	-0.343	0.381	-0.079	0.125	0.26
MBOAT7	79143	-0.375	-0.272	0.36	-0.101	0.162	0.238
MIR4323	100422980	-0.278	-0.343	0.5	-0.079	0.082	0.271
PTPRH	5794	-0.607	-0.272	0.569	-0.101	0.205	0.238
UQCR11	10975	-0.452	-0.332	0.703	0.254	0.469	0.357
GPX4	2879	-0.452	-0.353	0.703	0.254	0.469	0.357
LIPE-AS1	100996307	-0.278	-0.278	-0.278	-0.278	-0.278	-0.278
ZBTB45	84878	-0.397	-0.364	0.451	0.362	0.239	0.157
ZNF471	57573	-0.115	-0.272	-0.158	-0.202	-0.064	-0.306
ETHE1	23474	-0.278	-0.278	-0.278	-0.278	-0.278	-0.278
KIR3DL1	3811	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272
KIR3DL1	3812	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272
TRIM28	10155	0.275	0.076	0.451	0.362	0.239	0.157
NKPD1	284353	-0.577	-0.577	-0.577	-0.577	-0.577	-0.577
BCAM	4059	-0.577	-0.343	0.381	-0.079	0.125	0.26
TRAPPC6A	79090	-0.577	-0.577	-0.577	-0.577	-0.577	-0.577
KPTN	11133	-0.567	-0.569	0.381	-0.079	0.125	0.26
ABHD8	79575	-0.604	-0.604	-0.604	-0.604	-0.604	-0.604
MIER2	54531	-0.452	-0.353	0.703	0.254	0.095	0.357
IGFL1	374918	-0.279	-0.343	0.381	-0.079	0.125	0.26
EML2	24139	-0.577	-0.343	0.381	-0.079	0.125	0.26
MRPL34	64981	-0.604	-0.604	-0.604	-0.604	-0.604	-0.604
ZNF582-AS1	386758	-0.115	-0.115	-0.115	-0.115	-0.115	-0.115
RPL36	25873	-0.484	-0.484	-0.484	-0.484	-0.484	-0.484
SUGP2	10147	-0.604	-0.604	-0.604	-0.604	-0.604	-0.604
ZFP28	140612	-0.115	-0.272	-0.158	-0.202	-0.064	-0.306
JAK3	3718	-0.604	-0.606	0.293	-0.199	0.063	0.225
TMEM86B	255043	-0.607	-0.607	-0.607	-0.607	-0.607	-0.607
SMIM7	79086	-0.604	-0.606	0.293	-0.199	0.063	0.225
CIC	23152	-0.278	-0.343	0.5	-0.079	0.082	0.271
DDX39A	10212	-0.622	-0.575	0.366	-0.025	0.184	0.272
PPP6R1	22870	-0.607	-0.607	-0.607	-0.607	-0.607	-0.607
ZNF443	10224	-0.691	-0.575	-0.47	-0.631	-0.419	-0.749
SBNO2	22904	-0.452	-0.353	0.703	0.254	0.469	0.357
LINC00664	400680	-0.375	-0.375	-0.375	-0.375	-0.375	-0.375
HIF3A	64344	-0.567	-0.343	0.381	-0.079	0.125	0.26
FGF22	27006	-0.452	-0.353	0.703	0.254	0.469	0.357
RAVER1	125950	-0.544	-0.575	0.279	-0.116	0.11	0.269
HSD17B14	51171	-0.531	-0.569	0.34	-0.079	0.125	0.26
ZNF667-AS1	100128252	-0.115	-0.115	-0.115	-0.115	-0.115	-0.115
DNM2	1785	-0.691	-0.691	-0.691	-0.691	-0.691	-0.691
PSG10P	653492	-0.278	-0.278	-0.278	-0.278	-0.278	-0.278
ZNF575	284346	-0.278	-0.278	-0.278	-0.278	-0.278	-0.278
KLK4	9622	-0.531	-0.345	0.051	-0.079	0.125	0.26
THEG	51298	-0.452	-0.353	0.703	0.254	0.095	0.357
ZNF709	163051	-0.691	-0.691	-0.691	-0.691	-0.691	-0.691
ZNF564	163050	-0.691	-0.575	-0.145	-0.631	-0.419	-0.749
BLOC1S3	388552	-0.577	-0.577	-0.577	-0.577	-0.577	-0.577
NAPA	8775	-0.567	-0.567	-0.567	-0.567	-0.567	-0.567
ZNF536	9745	-0.375	-0.063	0.16	-0.199	-0.251	-0.024
PLEKHA4	57664	-0.531	-0.569	0.34	-0.079	0.125	0.26
ZNF470	388566	-0.115	-0.272	-0.158	-0.202	-0.064	-0.306
DDA1	79016	-0.604	-0.604	-0.604	-0.604	-0.604	-0.604
TSSK6	83983	-0.375	-0.375	-0.375	-0.375	-0.375	-0.375
EXOC3L2	90332	-0.577	-0.577	-0.577	-0.577	-0.577	-0.577
PAFAH1B3	5050	-0.278	-0.278	-0.278	-0.278	-0.278	-0.278
SWSAP1	126074	-0.691	-0.575	0.279	-0.116	0.11	0.269
EPOR	2057	-0.691	-0.691	-0.691	-0.691	-0.691	-0.691
MIMT1	100073347	-0.115	-0.272	-0.158	-0.202	-0.378	-0.306
ZNF71	58491	-0.115	-0.272	-0.158	-0.202	-0.064	-0.306
KLK5	25818	-0.531	-0.345	0.051	-0.079	0.125	0.26
C2CD4C	126567	-0.452	-0.353	0.703	0.254	0.469	0.357
AZU1	566	-0.452	-0.353	0.703	0.254	0.469	0.357
SMIM17	147670	-0.115	-0.272	-0.158	-0.202	-0.064	-0.306
ZNF835	90485	-0.115	-0.272	-0.158	-0.202	-0.064	-0.306
C19orf70	125988	-0.484	-0.484	-0.484	-0.484	-0.484	-0.484
GRIN3B	116444	-0.452	-0.452	-0.452	-0.452	-0.452	-0.452
MBD3L1	85509	-0.755	-0.575	-0.289	-0.421	-0.372	-0.104
TSHZ3	57616	-0.375	-0.063	0.16	-0.199	-0.251	-0.024
HSPBP1	23640	-0.607	-0.272	0.569	-0.101	0.205	0.238
TCF3	6929	-0.452	-0.332	0.703	0.254	0.469	0.357
ZIM2	23619	-0.115	-0.115	-0.115	-0.115	-0.115	-0.115
XRCC1	7515	-0.278	-0.278	-0.278	-0.278	-0.278	-0.278
SHC2	25759	-0.452	-0.353	0.703	0.254	0.469	0.357
CEACAMP10	284344	-0.278	-0.278	-0.278	-0.278	-0.278	-0.278
ICAM3	3385	-0.544	-0.575	0.279	-0.116	0.11	0.269
HSD11B1L	374875	-0.484	-0.484	-0.484	-0.484	-0.484	-0.484
ARMC6	93436	-0.604	-0.604	-0.604	-0.604	-0.604	-0.604
PKN1	5585	-0.622	-0.575	0.366	-0.025	0.184	0.272
TSEN34	79042	-0.375	-0.272	0.36	-0.101	0.162	0.238
ZNF490	57474	-0.691	-0.691	-0.691	-0.691	-0.691	-0.691
PVRL2	5819	-0.577	-0.343	0.381	-0.079	0.125	0.26
CHMP2A	27243	0.275	0.076	0.451	0.362	0.239	0.157
KIR3DL3	115653	-0.375	-0.375	-0.375	-0.375	-0.375	-0.375
RNF126	55658	-0.452	-0.353	0.703	0.254	0.469	0.357
NDUFA13	51079	-0.375	-0.375	-0.375	-0.375	-0.375	-0.375
MUC16	94025	-0.755	-0.575	-0.289	-0.421	-0.372	-0.104
PRR19	284338	-0.278	-0.278	-0.278	-0.278	-0.278	-0.278
UBA52	7311	-0.604	-0.604	-0.604	-0.604	-0.604	-0.604
KLK6	5653	-0.531	-0.345	0.051	-0.079	0.125	0.26
TMEM145	284339	-0.278	-0.343	0.5	-0.079	0.082	0.271
PRTN3	5657	-0.452	-0.353	0.703	0.254	0.469	0.357
RPL18A	6142	-0.604	-0.604	-0.604	-0.604	-0.604	-0.604
RPL18A	26780	-0.604	-0.604	-0.604	-0.604	-0.604	-0.604
ZNF507	22847	-0.375	-0.063	0.16	-0.199	-0.251	-0.024
TOMM40	10452	-0.577	-0.343	0.381	-0.079	0.125	0.26
PDCD2L	84306	-0.375	-0.354	0.16	-0.199	-0.251	-0.024
C19orf24	55009	-0.452	-0.023	0.703	0.254	0.469	0.357
C19orf35	374872	-0.452	-0.332	0.703	0.254	0.469	0.357
PPP1R15A	23645	-0.531	-0.569	0.34	-0.079	0.125	0.26
KIR2DL4	3805	-0.375	-0.375	-0.375	-0.375	-0.375	-0.375
MUM1	84939	-0.452	-0.452	-0.452	-0.452	-0.452	-0.452
YJEFN3	374887	-0.375	-0.375	-0.375	-0.375	-0.375	-0.375
PRODH2	58510	-0.558	-0.52	0.16	-0.016	0.149	0.266
TYK2	7297	-0.544	-0.575	0.279	-0.116	0.11	0.269
LINGO3	645191	-0.452	-0.332	0.703	0.254	0.469	0.357
KLK7	5650	-0.531	-0.345	0.051	-0.079	0.125	0.26
DPY19L3	147991	-0.375	-0.063	0.16	-0.199	-0.251	-0.024
ELANE	1991	-0.452	-0.353	0.703	0.254	0.469	0.357
LSM7	51690	-0.452	-0.332	0.703	0.254	0.469	0.357
TMEM259	91304	-0.452	-0.452	-0.452	-0.452	-0.452	-0.452
CKM	1158	-0.577	-0.343	0.381	-0.079	0.125	0.26
ANO8	57719	-0.604	-0.604	-0.604	-0.604	-0.604	-0.604
ZNF791	163049	-0.691	-0.691	-0.691	-0.691	-0.691	-0.691
CEACAM22P	388550	-0.577	-0.577	-0.577	-0.577	-0.577	-0.577
CFD	1675	-0.452	-0.353	0.703	0.254	0.469	0.357
NUMBL	9253	-0.537	-0.343	0.339	-0.079	0.082	0.271
KLK8	11202	-0.531	-0.531	-0.531	-0.531	-0.531	-0.531
PEG3	5178	-0.115	-0.115	-0.115	-0.115	-0.115	-0.115
UBA2	10054	-0.375	-0.354	0.16	-0.199	-0.251	-0.024
PPP5C	5536	-0.567	-0.343	0.381	-0.079	0.125	0.26
UBE2M	9040	0.275	0.076	0.451	0.362	0.239	0.157
KLC3	147700	-0.577	-0.577	-0.577	-0.577	-0.577	-0.577
APOC1P1	342	-0.577	-0.343	0.381	-0.079	0.125	0.26
ZNF541	84215	-0.567	-0.569	0.381	-0.079	0.125	0.26
RPS9	6203	-0.375	-0.375	-0.375	-0.375	-0.375	-0.375
A1BG-AS1	503538	-0.397	-0.397	-0.397	-0.397	-0.397	-0.397
MZF1	7593	0.275	0.275	0.275	0.275	0.275	0.275
CRLF1	9244	-0.604	-0.604	-0.604	-0.604	-0.604	-0.604
TMEM38A	79041	-0.604	-0.606	0.293	-0.199	0.063	0.225
RGL3	57139	-0.691	-0.691	-0.691	-0.691	-0.691	-0.691
BRSK1	84446	-0.607	-0.272	0.569	-0.101	0.205	0.238
MED16	10025	-0.452	-0.353	0.703	0.254	0.469	0.357
NPHS1	4868	-0.558	-0.558	-0.558	-0.558	-0.558	-0.558
MEGF8	1954	-0.278	-0.343	0.5	-0.079	0.082	0.271
C19orf60	55049	-0.604	-0.604	-0.604	-0.604	-0.604	-0.604
MAN2B1	4125	-0.691	-0.575	0.366	-0.025	0.184	0.272
TULP2	7288	-0.531	-0.569	0.34	-0.079	0.125	0.26
WASH5P	375690	0.325	0.291	0.043	0.254	0.095	-0.317
SLC5A5	6528	-0.604	-0.606	0.293	-0.199	0.063	0.225
GTPBP3	84705	-0.604	-0.606	0.293	-0.199	0.063	0.225
CILP2	148113	-0.375	-0.411	0.293	-0.199	0.063	0.225
MIR4754	100616168	-0.397	-0.364	0.451	-0.202	0.239	0.157
OR1M1	125963	-0.755	-0.575	-0.289	-0.421	-0.372	-0.104
PINLYP	390940	-0.278	-0.278	-0.278	-0.278	-0.278	-0.278
OR7G2	390882	-0.755	-0.575	-0.289	-0.421	-0.372	-0.104
OR7G1	125962	-0.755	-0.575	-0.289	-0.421	-0.372	-0.104
MIR1302-2	100302278	0.325	0.291	0.043	0.254	0.095	-0.317
MIR1302-2	100422831	0.325	0.291	0.043	0.254	0.095	-0.317
MIR1302-2	100422834	0.325	0.291	0.043	0.254	0.095	-0.317
MIR1302-2	100422919	0.325	0.291	0.043	0.254	0.095	-0.317
MIR1302-9	100302278	0.325	0.291	0.043	0.254	0.095	-0.317
MIR1302-9	100422831	0.325	0.291	0.043	0.254	0.095	-0.317
MIR1302-9	100422834	0.325	0.291	0.043	0.254	0.095	-0.317
MIR1302-9	100422919	0.325	0.291	0.043	0.254	0.095	-0.317
MIR1302-10	100302278	0.325	0.291	0.043	0.254	0.095	-0.317
MIR1302-10	100422831	0.325	0.291	0.043	0.254	0.095	-0.317
MIR1302-10	100422834	0.325	0.291	0.043	0.254	0.095	-0.317
MIR1302-10	100422919	0.325	0.291	0.043	0.254	0.095	-0.317
MIR1302-11	100302278	0.325	0.291	0.043	0.254	0.095	-0.317
MIR1302-11	100422831	0.325	0.291	0.043	0.254	0.095	-0.317
MIR1302-11	100422834	0.325	0.291	0.043	0.254	0.095	-0.317
MIR1302-11	100422919	0.325	0.291	0.043	0.254	0.095	-0.317
IRGQ	126298	-0.278	-0.343	0.401	-0.079	0.293	0.274
FAM138F	641702	0.325	0.291	0.043	0.254	0.095	-0.317
FAM138F	645520	0.325	0.291	0.043	0.254	0.095	-0.317
FAM138F	654835	0.325	0.291	0.043	0.254	0.095	-0.317
STK11	6794	-0.452	-0.452	-0.452	-0.452	-0.452	-0.452
ZNF576	79177	-0.278	-0.278	-0.278	-0.278	-0.278	-0.278
ONECUT3	390874	-0.452	-0.332	0.703	0.254	0.469	0.357
OR7G3	390883	-0.755	-0.575	-0.289	-0.421	-0.372	-0.104
NUCB1	4924	-0.531	-0.531	-0.531	-0.531	-0.531	-0.531
APOE	348	-0.577	-0.343	0.381	-0.079	0.125	0.26
RPL23AP79	65996	0.275	0.275	0.275	0.275	0.275	0.275
ERCC2	2068	-0.577	-0.577	-0.577	-0.577	-0.577	-0.577
ATP8B3	148229	-0.452	-0.332	0.703	0.254	0.469	0.357
USP29	57663	-0.397	-0.272	-0.158	-0.202	-0.378	-0.306
GLTSCR1	29998	-0.567	-0.569	0.381	-0.079	0.125	0.26
ZNF317	57693	-0.755	-0.575	-0.289	-0.421	-0.372	-0.104
CNN2	1265	-0.452	-0.353	0.703	0.254	0.469	0.357
MIR330	442902	-0.577	-0.343	0.381	-0.079	0.125	0.26
MIR642A	693227	-0.577	-0.343	0.381	-0.079	0.125	0.26
MIR642A	100500845	-0.577	-0.343	0.381	-0.079	0.125	0.26
